product_id,product_name,brand,l2_category,l3_category,functionality,unit_price,unit_of_measure,in_stock
P03365,Moen Model 789 Drain Assemblies,Moen,Plumbing,Drain Assemblies,Drainage,27.87,Each,TRUE
P03366,Oatey Model 873 Drain Assemblies,Oatey,Plumbing,Drain Assemblies,Drainage,71.20,Each,FALSE
P03367,Oatey Model 364 Drain Assemblies,Oatey,Plumbing,Drain Assemblies,Drainage,38.37,Each,TRUE
P03368,Charlotte Pipe Model 418 Water Heaters,Charlotte Pipe,Plumbing,Water Heaters,Fixtures,582.80,Each,TRUE
P03369,SharkBite Model 181 Water Heaters,SharkBite,Plumbing,Water Heaters,Fixtures,1049.89,Each,TRUE
P03370,Delta Model 537 Water Heaters,Delta,Plumbing,Water Heaters,Fixtures,1149.39,Each,FALSE
P03371,Oatey Model 484 Water Heaters,Oatey,Plumbing,Water Heaters,Fixtures,547.86,Each,TRUE
P03372,Moen Model 969 Water Heaters,Moen,Plumbing,Water Heaters,Fixtures,732.22,Each,TRUE
P03373,SharkBite Model 205 Water Heaters,SharkBite,Plumbing,Water Heaters,Fixtures,728.69,Each,TRUE
P03374,Oatey Model 651 Water Heaters,Oatey,Plumbing,Water Heaters,Fixtures,910.76,Each,TRUE
P03375,Moen Model 597 Water Heaters,Moen,Plumbing,Water Heaters,Fixtures,413.02,Each,TRUE
P03376,Moen Model 332 Water Heaters,Moen,Plumbing,Water Heaters,Fixtures,1384.87,Each,TRUE
P03377,SharkBite Model 425 Water Heaters,SharkBite,Plumbing,Water Heaters,Fixtures,1200.77,Each,TRUE
P03378,Delta Model 185 Water Heaters,Delta,Plumbing,Water Heaters,Fixtures,1055.15,Each,TRUE
P03379,Oatey Model 443 Water Heaters,Oatey,Plumbing,Water Heaters,Fixtures,635.87,Each,TRUE
P03380,Moen Model 772 Water Heaters,Moen,Plumbing,Water Heaters,Fixtures,449.83,Each,TRUE
P03381,Moen Model 627 Water Heaters,Moen,Plumbing,Water Heaters,Fixtures,1002.85,Each,TRUE
P03382,SharkBite Model 192 Water Heaters,SharkBite,Plumbing,Water Heaters,Fixtures,794.63,Each,TRUE
P03383,Delta Model 807 Water Heaters,Delta,Plumbing,Water Heaters,Fixtures,890.63,Each,TRUE
P03384,Oatey Model 994 Water Heaters,Oatey,Plumbing,Water Heaters,Fixtures,973.59,Each,TRUE
P03385,Moen Model 824 Water Heaters,Moen,Plumbing,Water Heaters,Fixtures,1150.72,Each,TRUE
P03386,Oatey Model 857 Water Heaters,Oatey,Plumbing,Water Heaters,Fixtures,1215.31,Each,FALSE
P03387,Moen Model 597 Water Heaters,Moen,Plumbing,Water Heaters,Fixtures,559.80,Each,TRUE
P03388,SharkBite Model 368 Water Heaters,SharkBite,Plumbing,Water Heaters,Fixtures,1014.44,Each,TRUE
P03389,Charlotte Pipe Model 476 Water Heaters,Charlotte Pipe,Plumbing,Water Heaters,Fixtures,694.72,Each,TRUE
P03390,Kohler Model 941 Water Heaters,Kohler,Plumbing,Water Heaters,Fixtures,1289.61,Each,TRUE
P03391,Delta Model 242 Water Heaters,Delta,Plumbing,Water Heaters,Fixtures,976.16,Each,TRUE
P03392,Charlotte Pipe Model 536 Water Heaters,Charlotte Pipe,Plumbing,Water Heaters,Fixtures,447.73,Each,TRUE
P03393,Delta Model 193 Water Heaters,Delta,Plumbing,Water Heaters,Fixtures,614.23,Each,TRUE
P03394,SharkBite Model 227 Water Heaters,SharkBite,Plumbing,Water Heaters,Fixtures,1278.10,Each,FALSE
P03395,Kohler Model 810 Water Heaters,Kohler,Plumbing,Water Heaters,Fixtures,1187.98,Each,TRUE
P03396,Oatey Model 494 Water Heaters,Oatey,Plumbing,Water Heaters,Fixtures,552.08,Each,TRUE
P03397,Kohler Model 967 Water Heaters,Kohler,Plumbing,Water Heaters,Fixtures,1499.14,Each,TRUE
P03398,Oatey Model 693 Water Heaters,Oatey,Plumbing,Water Heaters,Fixtures,769.90,Each,TRUE
P03399,Kohler Model 485 Water Heaters,Kohler,Plumbing,Water Heaters,Fixtures,419.46,Each,TRUE
P03400,Charlotte Pipe Model 156 Water Heaters,Charlotte Pipe,Plumbing,Water Heaters,Fixtures,656.12,Each,TRUE
P03401,Charlotte Pipe Model 100 Water Heaters,Charlotte Pipe,Plumbing,Water Heaters,Fixtures,1333.09,Each,TRUE
P03402,Delta Model 849 Water Heaters,Delta,Plumbing,Water Heaters,Fixtures,405.83,Each,TRUE
P03403,SharkBite Model 581 Water Heaters,SharkBite,Plumbing,Water Heaters,Fixtures,1121.34,Each,TRUE
P03404,Kohler Model 888 Water Heaters,Kohler,Plumbing,Water Heaters,Fixtures,1488.36,Each,TRUE
P03405,SharkBite Model 307 Water Heaters,SharkBite,Plumbing,Water Heaters,Fixtures,1487.08,Each,TRUE
P03406,SharkBite Model 768 Water Heaters,SharkBite,Plumbing,Water Heaters,Fixtures,1089.37,Each,TRUE
P03407,Delta Model 763 Water Heaters,Delta,Plumbing,Water Heaters,Fixtures,1275.24,Each,TRUE
P03408,Moen Model 160 Water Heaters,Moen,Plumbing,Water Heaters,Fixtures,872.58,Each,TRUE
P03409,Kohler Model 838 Water Heaters,Kohler,Plumbing,Water Heaters,Fixtures,625.51,Each,TRUE
P03410,Oatey Model 926 Water Heaters,Oatey,Plumbing,Water Heaters,Fixtures,800.27,Each,TRUE
P03411,Moen Model 962 Water Heaters,Moen,Plumbing,Water Heaters,Fixtures,726.54,Each,TRUE
P03412,SharkBite Model 478 Water Heaters,SharkBite,Plumbing,Water Heaters,Fixtures,509.90,Each,TRUE
P03413,Delta Model 880 Water Heaters,Delta,Plumbing,Water Heaters,Fixtures,1479.87,Each,TRUE
P03414,Kohler Model 385 Water Heaters,Kohler,Plumbing,Water Heaters,Fixtures,1347.47,Each,TRUE
P03415,Delta Model 602 Water Heaters,Delta,Plumbing,Water Heaters,Fixtures,666.35,Each,TRUE
P03416,Moen Model 884 Water Heaters,Moen,Plumbing,Water Heaters,Fixtures,1164.20,Each,TRUE
P03417,Oatey Model 107 Water Heaters,Oatey,Plumbing,Water Heaters,Fixtures,1035.56,Each,TRUE
P03418,Delta Model 338 Plumbing Tools,Delta,Plumbing,Plumbing Tools,Installation,32.18,Each,TRUE
P03419,Oatey Model 440 Plumbing Tools,Oatey,Plumbing,Plumbing Tools,Installation,97.36,Each,TRUE
P03420,Charlotte Pipe Model 408 Plumbing Tools,Charlotte Pipe,Plumbing,Plumbing Tools,Installation,60.65,Each,TRUE
P03421,Oatey Model 239 Plumbing Tools,Oatey,Plumbing,Plumbing Tools,Installation,67.73,Each,TRUE
P03422,Moen Model 165 Plumbing Tools,Moen,Plumbing,Plumbing Tools,Installation,120.86,Each,FALSE
P03423,Moen Model 439 Plumbing Tools,Moen,Plumbing,Plumbing Tools,Installation,129.33,Each,TRUE
P03424,Charlotte Pipe Model 543 Plumbing Tools,Charlotte Pipe,Plumbing,Plumbing Tools,Installation,52.66,Each,TRUE
P03425,Moen Model 745 Plumbing Tools,Moen,Plumbing,Plumbing Tools,Installation,21.23,Each,TRUE
P03426,SharkBite Model 722 Plumbing Tools,SharkBite,Plumbing,Plumbing Tools,Installation,127.21,Each,TRUE
P03427,Kohler Model 297 Plumbing Tools,Kohler,Plumbing,Plumbing Tools,Installation,87.70,Each,TRUE
P03428,Kohler Model 978 Plumbing Tools,Kohler,Plumbing,Plumbing Tools,Installation,55.04,Each,TRUE
P03429,Oatey Model 655 Plumbing Tools,Oatey,Plumbing,Plumbing Tools,Installation,115.44,Each,TRUE
P03430,Delta Model 761 Plumbing Tools,Delta,Plumbing,Plumbing Tools,Installation,123.38,Each,TRUE
P03431,Delta Model 359 Plumbing Tools,Delta,Plumbing,Plumbing Tools,Installation,109.33,Each,TRUE
P03432,SharkBite Model 697 Plumbing Tools,SharkBite,Plumbing,Plumbing Tools,Installation,145.89,Each,TRUE
P03433,Delta Model 327 Plumbing Tools,Delta,Plumbing,Plumbing Tools,Installation,85.48,Each,TRUE
P03434,Moen Model 827 Plumbing Tools,Moen,Plumbing,Plumbing Tools,Installation,136.83,Each,TRUE
P03435,Moen Model 261 Plumbing Tools,Moen,Plumbing,Plumbing Tools,Installation,103.27,Each,TRUE
P03436,SharkBite Model 224 Plumbing Tools,SharkBite,Plumbing,Plumbing Tools,Installation,57.27,Each,TRUE
P03437,Oatey Model 451 Plumbing Tools,Oatey,Plumbing,Plumbing Tools,Installation,49.74,Each,FALSE
P03438,Moen Model 325 Plumbing Tools,Moen,Plumbing,Plumbing Tools,Installation,141.03,Each,TRUE
P03439,Oatey Model 316 Plumbing Tools,Oatey,Plumbing,Plumbing Tools,Installation,111.55,Each,TRUE
P03440,SharkBite Model 854 Plumbing Tools,SharkBite,Plumbing,Plumbing Tools,Installation,128.69,Each,TRUE
P03441,Charlotte Pipe Model 242 Plumbing Tools,Charlotte Pipe,Plumbing,Plumbing Tools,Installation,66.34,Each,TRUE
P03442,Kohler Model 912 Plumbing Tools,Kohler,Plumbing,Plumbing Tools,Installation,102.92,Each,TRUE
P03443,Oatey Model 926 Plumbing Tools,Oatey,Plumbing,Plumbing Tools,Installation,38.37,Each,TRUE
P03444,SharkBite Model 109 Plumbing Tools,SharkBite,Plumbing,Plumbing Tools,Installation,66.31,Each,TRUE
P03445,SharkBite Model 518 Plumbing Tools,SharkBite,Plumbing,Plumbing Tools,Installation,73.38,Each,TRUE
P03446,Oatey Model 259 Plumbing Tools,Oatey,Plumbing,Plumbing Tools,Installation,38.98,Each,TRUE
P03447,Charlotte Pipe Model 373 Plumbing Tools,Charlotte Pipe,Plumbing,Plumbing Tools,Installation,93.76,Each,TRUE
P03448,Moen Model 635 Plumbing Tools,Moen,Plumbing,Plumbing Tools,Installation,92.48,Each,TRUE
P03449,Delta Model 289 Plumbing Tools,Delta,Plumbing,Plumbing Tools,Installation,105.96,Each,TRUE
P03450,SharkBite Model 290 Plumbing Tools,SharkBite,Plumbing,Plumbing Tools,Installation,47.30,Each,TRUE
P03451,Kohler Model 236 Plumbing Tools,Kohler,Plumbing,Plumbing Tools,Installation,64.21,Each,TRUE
P03452,SharkBite Model 587 Plumbing Tools,SharkBite,Plumbing,Plumbing Tools,Installation,67.49,Each,TRUE
P03453,Kohler Model 624 Plumbing Tools,Kohler,Plumbing,Plumbing Tools,Installation,61.71,Each,TRUE
P03454,SharkBite Model 310 Plumbing Tools,SharkBite,Plumbing,Plumbing Tools,Installation,55.50,Each,FALSE
P03455,Charlotte Pipe Model 566 Plumbing Tools,Charlotte Pipe,Plumbing,Plumbing Tools,Installation,138.08,Each,TRUE
P03456,Delta Model 942 Plumbing Tools,Delta,Plumbing,Plumbing Tools,Installation,38.41,Each,TRUE
P03457,Charlotte Pipe Model 859 Plumbing Tools,Charlotte Pipe,Plumbing,Plumbing Tools,Installation,67.99,Each,TRUE
P03458,Charlotte Pipe Model 301 Plumbing Tools,Charlotte Pipe,Plumbing,Plumbing Tools,Installation,103.18,Each,TRUE
P03459,Kohler Model 149 Plumbing Tools,Kohler,Plumbing,Plumbing Tools,Installation,76.51,Each,TRUE
P03460,Kohler Model 174 Plumbing Tools,Kohler,Plumbing,Plumbing Tools,Installation,55.25,Each,TRUE
P03461,Delta Model 613 Plumbing Tools,Delta,Plumbing,Plumbing Tools,Installation,89.71,Each,TRUE
P03462,Oatey Model 270 Plumbing Tools,Oatey,Plumbing,Plumbing Tools,Installation,22.56,Each,TRUE
P03463,Moen Model 946 Plumbing Tools,Moen,Plumbing,Plumbing Tools,Installation,66.14,Each,TRUE
P03464,Moen Model 429 Plumbing Tools,Moen,Plumbing,Plumbing Tools,Installation,38.02,Each,TRUE
P03465,SharkBite Model 850 Plumbing Tools,SharkBite,Plumbing,Plumbing Tools,Installation,81.83,Each,TRUE
P03466,Oatey Model 984 Plumbing Tools,Oatey,Plumbing,Plumbing Tools,Installation,52.49,Each,TRUE
P03467,SharkBite Model 140 Plumbing Tools,SharkBite,Plumbing,Plumbing Tools,Installation,45.62,Each,TRUE
P03468,Leviton 1000ft Romex Wire,Leviton,Electrical,Romex Wire,Wiring,196.67,Each,TRUE
P03469,Eaton 1000ft Romex Wire,Eaton,Electrical,Romex Wire,Wiring,108.83,Each,TRUE
P03470,Eaton 1000ft Romex Wire,Eaton,Electrical,Romex Wire,Wiring,115.00,Each,TRUE
P03471,Eaton 500ft Romex Wire,Eaton,Electrical,Romex Wire,Wiring,151.18,Each,TRUE
P03472,GE 250ft Romex Wire,GE,Electrical,Romex Wire,Wiring,137.81,Each,TRUE
P03473,Lutron 500ft Romex Wire,Lutron,Electrical,Romex Wire,Wiring,117.01,Each,TRUE
P03474,GE 250ft Romex Wire,GE,Electrical,Romex Wire,Wiring,108.32,Each,TRUE
P03475,Eaton 250ft Romex Wire,Eaton,Electrical,Romex Wire,Wiring,118.53,Each,TRUE
P03476,GE 500ft Romex Wire,GE,Electrical,Romex Wire,Wiring,83.03,Each,TRUE
P03477,Square D 250ft Romex Wire,Square D,Electrical,Romex Wire,Wiring,92.71,Each,TRUE
P03478,GE 250ft Romex Wire,GE,Electrical,Romex Wire,Wiring,129.78,Each,TRUE
P03479,Leviton 250ft Romex Wire,Leviton,Electrical,Romex Wire,Wiring,85.20,Each,TRUE
P03480,Eaton 250ft Romex Wire,Eaton,Electrical,Romex Wire,Wiring,158.82,Each,FALSE
P03481,Southwire 500ft Romex Wire,Southwire,Electrical,Romex Wire,Wiring,72.07,Each,TRUE
P03482,Eaton 1000ft Romex Wire,Eaton,Electrical,Romex Wire,Wiring,193.45,Each,TRUE
P03483,Eaton 1000ft Romex Wire,Eaton,Electrical,Romex Wire,Wiring,112.34,Each,TRUE
P03484,Southwire 1000ft Romex Wire,Southwire,Electrical,Romex Wire,Wiring,59.94,Each,TRUE
P03485,Lutron 500ft Romex Wire,Lutron,Electrical,Romex Wire,Wiring,71.98,Each,TRUE
P03486,Eaton 1000ft Romex Wire,Eaton,Electrical,Romex Wire,Wiring,78.32,Each,TRUE
P03487,Southwire 250ft Romex Wire,Southwire,Electrical,Romex Wire,Wiring,151.84,Each,TRUE
P03488,Square D 250ft Romex Wire,Square D,Electrical,Romex Wire,Wiring,178.83,Each,TRUE
P03489,Lutron 250ft Romex Wire,Lutron,Electrical,Romex Wire,Wiring,74.08,Each,TRUE
P03490,Southwire 250ft Romex Wire,Southwire,Electrical,Romex Wire,Wiring,86.81,Each,TRUE
P03491,Lutron 250ft Romex Wire,Lutron,Electrical,Romex Wire,Wiring,162.17,Each,TRUE
P03492,GE 250ft Romex Wire,GE,Electrical,Romex Wire,Wiring,121.27,Each,TRUE
P03493,Square D 500ft Romex Wire,Square D,Electrical,Romex Wire,Wiring,60.13,Each,TRUE
P03494,Southwire 250ft Romex Wire,Southwire,Electrical,Romex Wire,Wiring,92.57,Each,TRUE
P03495,Southwire 250ft Romex Wire,Southwire,Electrical,Romex Wire,Wiring,197.16,Each,TRUE
P03496,Square D 1000ft Romex Wire,Square D,Electrical,Romex Wire,Wiring,53.72,Each,TRUE
P03497,Southwire 500ft Romex Wire,Southwire,Electrical,Romex Wire,Wiring,106.30,Each,FALSE
P03498,Lutron 500ft Romex Wire,Lutron,Electrical,Romex Wire,Wiring,82.67,Each,TRUE
P03499,Square D 250ft Romex Wire,Square D,Electrical,Romex Wire,Wiring,162.93,Each,TRUE
P03500,Eaton 250ft Romex Wire,Eaton,Electrical,Romex Wire,Wiring,180.05,Each,FALSE
P03501,Lutron 250ft Romex Wire,Lutron,Electrical,Romex Wire,Wiring,171.52,Each,TRUE
P03502,GE 250ft Romex Wire,GE,Electrical,Romex Wire,Wiring,188.26,Each,TRUE
P03503,Leviton 1000ft Romex Wire,Leviton,Electrical,Romex Wire,Wiring,181.27,Each,TRUE
P03504,Southwire 500ft Romex Wire,Southwire,Electrical,Romex Wire,Wiring,96.31,Each,TRUE
P03505,Southwire 250ft Romex Wire,Southwire,Electrical,Romex Wire,Wiring,68.39,Each,TRUE
P03506,Eaton 1000ft Romex Wire,Eaton,Electrical,Romex Wire,Wiring,156.09,Each,TRUE
P03507,GE 500ft Romex Wire,GE,Electrical,Romex Wire,Wiring,126.69,Each,TRUE
P03508,GE Model 656 Conduit,GE,Electrical,Conduit,Wiring,21.77,Each,TRUE
P03509,Lutron Model 599 Conduit,Lutron,Electrical,Conduit,Wiring,14.17,Each,TRUE
P03510,Lutron Model 341 Conduit,Lutron,Electrical,Conduit,Wiring,17.63,Each,TRUE
P03511,Square D Model 645 Conduit,Square D,Electrical,Conduit,Wiring,39.77,Each,TRUE
P03512,GE Model 307 Conduit,GE,Electrical,Conduit,Wiring,22.58,Each,TRUE
P03513,Leviton Model 120 Conduit,Leviton,Electrical,Conduit,Wiring,15.57,Each,TRUE
P03514,Leviton Model 169 Conduit,Leviton,Electrical,Conduit,Wiring,42.93,Each,TRUE
P03515,Square D Model 908 Conduit,Square D,Electrical,Conduit,Wiring,33.86,Each,TRUE
P03516,Leviton Model 946 Conduit,Leviton,Electrical,Conduit,Wiring,21.70,Each,TRUE
P03517,Southwire Model 759 Conduit,Southwire,Electrical,Conduit,Wiring,53.25,Each,TRUE
P03518,Square D Model 742 Conduit,Square D,Electrical,Conduit,Wiring,32.40,Each,TRUE
P03519,Square D Model 801 Conduit,Square D,Electrical,Conduit,Wiring,37.50,Each,TRUE
P03520,Southwire Model 781 Conduit,Southwire,Electrical,Conduit,Wiring,16.66,Each,TRUE
P03521,Square D Model 566 Conduit,Square D,Electrical,Conduit,Wiring,53.86,Each,TRUE
P03522,Leviton Model 896 Conduit,Leviton,Electrical,Conduit,Wiring,37.44,Each,TRUE
P03523,GE Model 420 Conduit,GE,Electrical,Conduit,Wiring,55.66,Each,TRUE
P03524,Leviton Model 522 Conduit,Leviton,Electrical,Conduit,Wiring,32.59,Each,TRUE
P03525,GE Model 479 Conduit,GE,Electrical,Conduit,Wiring,21.04,Each,TRUE
P03526,GE Model 298 Conduit,GE,Electrical,Conduit,Wiring,54.76,Each,TRUE
P03527,Southwire Model 385 Conduit,Southwire,Electrical,Conduit,Wiring,32.71,Each,TRUE
P03528,GE Model 564 Conduit,GE,Electrical,Conduit,Wiring,13.24,Each,TRUE
P03529,GE Model 440 Conduit,GE,Electrical,Conduit,Wiring,44.58,Each,TRUE
P03530,Lutron Model 266 Conduit,Lutron,Electrical,Conduit,Wiring,51.91,Each,TRUE
P03531,Southwire Model 349 Conduit,Southwire,Electrical,Conduit,Wiring,12.43,Each,TRUE
P03532,Southwire Model 261 Conduit,Southwire,Electrical,Conduit,Wiring,54.32,Each,TRUE
P03533,Southwire Model 460 Conduit,Southwire,Electrical,Conduit,Wiring,40.96,Each,TRUE
P03534,Lutron Model 352 Conduit,Lutron,Electrical,Conduit,Wiring,44.41,Each,TRUE
P03535,Southwire Model 306 Conduit,Southwire,Electrical,Conduit,Wiring,34.34,Each,TRUE
P03536,Eaton Model 698 Conduit,Eaton,Electrical,Conduit,Wiring,44.26,Each,TRUE
P03537,Eaton Model 811 Conduit,Eaton,Electrical,Conduit,Wiring,44.50,Each,TRUE
P03538,GE Model 989 Conduit,GE,Electrical,Conduit,Wiring,28.41,Each,TRUE
P03539,Square D Model 930 Conduit,Square D,Electrical,Conduit,Wiring,15.70,Each,TRUE
P03540,Leviton Model 680 Conduit,Leviton,Electrical,Conduit,Wiring,55.83,Each,TRUE
P03541,Square D Model 791 Conduit,Square D,Electrical,Conduit,Wiring,28.19,Each,TRUE
P03542,Eaton Model 348 Conduit,Eaton,Electrical,Conduit,Wiring,58.35,Each,TRUE
P03543,Eaton Model 863 Conduit,Eaton,Electrical,Conduit,Wiring,36.22,Each,TRUE
P03544,GE Model 389 Conduit,GE,Electrical,Conduit,Wiring,57.71,Each,TRUE
P03545,Lutron Model 599 Conduit,Lutron,Electrical,Conduit,Wiring,23.71,Each,TRUE
P03546,Leviton Model 500 Conduit,Leviton,Electrical,Conduit,Wiring,24.65,Each,TRUE
P03547,GE Model 784 Conduit,GE,Electrical,Conduit,Wiring,37.04,Each,FALSE
P03548,Southwire 500ft Wire Nuts,Southwire,Electrical,Wire Nuts,Connection,8.06,Each,TRUE
P03549,Eaton 1000ft Wire Nuts,Eaton,Electrical,Wire Nuts,Connection,14.16,Each,TRUE
P03550,Southwire 250ft Wire Nuts,Southwire,Electrical,Wire Nuts,Connection,13.33,Each,TRUE
P03551,GE 1000ft Wire Nuts,GE,Electrical,Wire Nuts,Connection,3.26,Each,TRUE
P03552,GE 250ft Wire Nuts,GE,Electrical,Wire Nuts,Connection,11.78,Each,TRUE
P03553,Southwire 250ft Wire Nuts,Southwire,Electrical,Wire Nuts,Connection,8.83,Each,TRUE
P03554,GE 250ft Wire Nuts,GE,Electrical,Wire Nuts,Connection,4.40,Each,TRUE
P03555,GE 1000ft Wire Nuts,GE,Electrical,Wire Nuts,Connection,8.20,Each,TRUE
P03556,Square D 250ft Wire Nuts,Square D,Electrical,Wire Nuts,Connection,4.91,Each,TRUE
P03557,Square D 1000ft Wire Nuts,Square D,Electrical,Wire Nuts,Connection,11.37,Each,TRUE
P03558,Square D 250ft Wire Nuts,Square D,Electrical,Wire Nuts,Connection,5.40,Each,TRUE
P03559,Southwire 500ft Wire Nuts,Southwire,Electrical,Wire Nuts,Connection,13.77,Each,TRUE
P03560,Leviton 250ft Wire Nuts,Leviton,Electrical,Wire Nuts,Connection,11.70,Each,TRUE
P03561,Leviton 500ft Wire Nuts,Leviton,Electrical,Wire Nuts,Connection,10.08,Each,TRUE
P03562,Square D 500ft Wire Nuts,Square D,Electrical,Wire Nuts,Connection,13.15,Each,TRUE
P03563,GE 1000ft Wire Nuts,GE,Electrical,Wire Nuts,Connection,13.45,Each,TRUE
P03564,Eaton 250ft Wire Nuts,Eaton,Electrical,Wire Nuts,Connection,13.47,Each,TRUE
P03565,Square D 250ft Wire Nuts,Square D,Electrical,Wire Nuts,Connection,13.82,Each,TRUE
P03566,Square D 500ft Wire Nuts,Square D,Electrical,Wire Nuts,Connection,12.08,Each,TRUE
P03567,Leviton 500ft Wire Nuts,Leviton,Electrical,Wire Nuts,Connection,12.34,Each,TRUE
P03568,Eaton 500ft Wire Nuts,Eaton,Electrical,Wire Nuts,Connection,7.40,Each,TRUE
P03569,Southwire 1000ft Wire Nuts,Southwire,Electrical,Wire Nuts,Connection,10.42,Each,TRUE
P03570,Lutron 250ft Wire Nuts,Lutron,Electrical,Wire Nuts,Connection,10.01,Each,TRUE
P03571,GE 500ft Wire Nuts,GE,Electrical,Wire Nuts,Connection,8.82,Each,FALSE
P03572,Southwire 500ft Wire Nuts,Southwire,Electrical,Wire Nuts,Connection,7.21,Each,TRUE
P03573,Square D 250ft Wire Nuts,Square D,Electrical,Wire Nuts,Connection,8.08,Each,TRUE
P03574,Lutron 250ft Wire Nuts,Lutron,Electrical,Wire Nuts,Connection,4.63,Each,TRUE
P03575,Lutron 500ft Wire Nuts,Lutron,Electrical,Wire Nuts,Connection,4.88,Each,TRUE
P03576,Lutron 250ft Wire Nuts,Lutron,Electrical,Wire Nuts,Connection,8.79,Each,TRUE
P03577,Southwire 250ft Wire Nuts,Southwire,Electrical,Wire Nuts,Connection,9.33,Each,TRUE
P03578,Eaton 500ft Wire Nuts,Eaton,Electrical,Wire Nuts,Connection,13.57,Each,TRUE
P03579,Square D 1000ft Wire Nuts,Square D,Electrical,Wire Nuts,Connection,5.64,Each,TRUE
P03580,GE 250ft Wire Nuts,GE,Electrical,Wire Nuts,Connection,10.84,Each,TRUE
P03581,Leviton 250ft Wire Nuts,Leviton,Electrical,Wire Nuts,Connection,4.63,Each,TRUE
P03582,GE 1000ft Wire Nuts,GE,Electrical,Wire Nuts,Connection,6.01,Each,TRUE
P03583,GE 500ft Wire Nuts,GE,Electrical,Wire Nuts,Connection,7.83,Each,TRUE
P03584,Southwire 250ft Wire Nuts,Southwire,Electrical,Wire Nuts,Connection,7.18,Each,TRUE
P03585,Lutron 250ft Wire Nuts,Lutron,Electrical,Wire Nuts,Connection,7.29,Each,TRUE
P03586,Square D 1000ft Wire Nuts,Square D,Electrical,Wire Nuts,Connection,4.39,Each,TRUE
P03587,Leviton 1000ft Wire Nuts,Leviton,Electrical,Wire Nuts,Connection,11.75,Each,TRUE
P03588,Square D Model 138 Electrical Tape,Square D,Electrical,Electrical Tape,Insulation,6.47,Each,TRUE
P03589,Lutron Model 127 Electrical Tape,Lutron,Electrical,Electrical Tape,Insulation,4.46,Each,TRUE
P03590,Southwire Model 117 Electrical Tape,Southwire,Electrical,Electrical Tape,Insulation,7.71,Each,TRUE
P03591,Leviton Model 242 Electrical Tape,Leviton,Electrical,Electrical Tape,Insulation,3.34,Each,TRUE
P03592,Square D Model 970 Electrical Tape,Square D,Electrical,Electrical Tape,Insulation,6.03,Each,TRUE
P03593,Leviton Model 414 Electrical Tape,Leviton,Electrical,Electrical Tape,Insulation,9.32,Each,TRUE
P03594,Eaton Model 420 Electrical Tape,Eaton,Electrical,Electrical Tape,Insulation,3.90,Each,TRUE
P03595,Leviton Model 293 Electrical Tape,Leviton,Electrical,Electrical Tape,Insulation,8.34,Each,TRUE
P03596,Square D Model 682 Electrical Tape,Square D,Electrical,Electrical Tape,Insulation,3.06,Each,TRUE
P03597,Leviton Model 772 Electrical Tape,Leviton,Electrical,Electrical Tape,Insulation,2.07,Each,TRUE
P03598,Eaton Model 794 Electrical Tape,Eaton,Electrical,Electrical Tape,Insulation,3.45,Each,TRUE
P03599,Square D Model 533 Electrical Tape,Square D,Electrical,Electrical Tape,Insulation,8.77,Each,TRUE
P03600,GE Model 803 Electrical Tape,GE,Electrical,Electrical Tape,Insulation,7.14,Each,TRUE
P03601,Leviton Model 310 Electrical Tape,Leviton,Electrical,Electrical Tape,Insulation,9.39,Each,TRUE
P03602,Leviton Model 979 Electrical Tape,Leviton,Electrical,Electrical Tape,Insulation,3.35,Each,TRUE
P03603,Southwire Model 716 Electrical Tape,Southwire,Electrical,Electrical Tape,Insulation,2.72,Each,FALSE
P03604,Lutron Model 717 Electrical Tape,Lutron,Electrical,Electrical Tape,Insulation,9.06,Each,TRUE
P03605,Southwire Model 406 Electrical Tape,Southwire,Electrical,Electrical Tape,Insulation,4.55,Each,TRUE
P03606,Eaton Model 124 Electrical Tape,Eaton,Electrical,Electrical Tape,Insulation,4.01,Each,TRUE
P03607,Southwire Model 674 Electrical Tape,Southwire,Electrical,Electrical Tape,Insulation,5.03,Each,TRUE
P03608,Southwire Model 349 Electrical Tape,Southwire,Electrical,Electrical Tape,Insulation,9.57,Each,TRUE
P03609,Eaton Model 695 Electrical Tape,Eaton,Electrical,Electrical Tape,Insulation,2.17,Each,TRUE
P03610,Eaton Model 704 Electrical Tape,Eaton,Electrical,Electrical Tape,Insulation,7.20,Each,TRUE
P03611,Southwire Model 378 Electrical Tape,Southwire,Electrical,Electrical Tape,Insulation,2.09,Each,TRUE
P03612,Lutron Model 811 Electrical Tape,Lutron,Electrical,Electrical Tape,Insulation,9.18,Each,TRUE
P03613,Lutron Model 349 Electrical Tape,Lutron,Electrical,Electrical Tape,Insulation,3.14,Each,TRUE
P03614,Leviton Model 809 Electrical Tape,Leviton,Electrical,Electrical Tape,Insulation,4.65,Each,TRUE
P03615,Leviton Model 516 Electrical Tape,Leviton,Electrical,Electrical Tape,Insulation,8.55,Each,TRUE
P03616,Southwire Model 820 Electrical Tape,Southwire,Electrical,Electrical Tape,Insulation,7.21,Each,TRUE
P03617,Square D Model 318 Electrical Tape,Square D,Electrical,Electrical Tape,Insulation,6.65,Each,TRUE
P03618,GE Model 846 Electrical Tape,GE,Electrical,Electrical Tape,Insulation,4.34,Each,TRUE
P03619,Leviton Model 326 Electrical Tape,Leviton,Electrical,Electrical Tape,Insulation,9.01,Each,TRUE
